file_name,class_name,method_name,comments,attributes
"['rssexpandedinternaltestcase', 'rss', 'expanded', 'internal', 'test']","['rssexpandedinternaltestcase', 'rss', 'expanded', 'internal', 'test']","['testfindfinderpatterns', 'testretrievenextpairpatterns', 'testdecodecheckcharacter', 'testdecodedatacharacter', 'test', 'find', 'finder', 'patterns', 'test', 'retrieve', 'next', 'pair', 'patterns', 'test', 'decode', 'check', 'character', 'test', 'decode', 'data', 'character']","['author', 'pablo', 'orduã', '±', 'university', 'deusto', 'pablo', 'orduna', 'deusto', 'es', 'author', 'eduardo', 'castillejo', 'university', 'deusto', 'eduardo', 'castillejo', 'deusto', 'es', 'previous', 'last', 'pair', 'ok', 'image', 'pixels', 'pattern', 'starts', 'ends', 'image', 'pixels', 'pattern', 'starts', 'ends']",[]
"['abstractdecodertest', 'decoder', 'test']","['abstractdecodertest', 'decoder', 'test']","['assertcorrectbinarystring', 'correct', 'binary', 'string']","['author', 'pablo', 'orduã', '±', 'university', 'deusto', 'pablo', 'orduna', 'deusto', 'es']","['numericalpha', 'alphanumeric', 'alphaisoiec', 'numeric', 'numeric', 'numeric', 'fnc', 'fnc', 'numeric', 'fnc', 'alpha', 'alpha', 'fnc', 'fnc', 'isoiec', 'alpha', 'compressedgtin', 'compressed', 'gtin', 'compressedgtin', 'compressed', 'gtin', 'compressedbitweight', 'compressedbit', 'weight', 'compressedbitweight', 'compressedbit', 'weight', 'compressedbitweight', 'compressedbit', 'weight', 'compressedbitweight', 'compressedbit', 'weight', 'compresseddate', 'compressed', 'date', 'march', 'th', 'compresseddate', 'compressed', 'date', 'end']"
"['ai', 'decodertest', 'decoder', 'test']","['ai', 'decodertest', 'decoder', 'test']","['test', 'test', 'test', 'invalid']","['author', 'pablo', 'orduã', '±', 'university', 'deusto', 'pablo', 'orduna', 'deusto', 'es', 'expected']",['header']
"['ai', 'decodertest', 'decoder', 'test']","['ai', 'decodertest', 'decoder', 'test']","['test', 'test']","['author', 'pablo', 'orduã', '±', 'university', 'deusto', 'pablo', 'orduna', 'deusto', 'es']",['header']
"['ai', 'xx', 'decodertest', 'decoder', 'test']","['ai', 'xx', 'decodertest', 'decoder', 'test']","['test', 'enddate', 'end', 'date', 'test', 'test', 'test', 'test', 'test', 'test', 'test', 'test']","['author', 'pablo', 'orduã', '±', 'university', 'deusto', 'pablo', 'orduna', 'deusto', 'es']","['header', 'header', 'header', 'header', 'header', 'header', 'header', 'header']"
"['anyaidecodertest', 'ai', 'decoder', 'test']","['anyaidecodertest', 'ai', 'decoder', 'test']","['testanyaidecoder', 'test', 'ai', 'decoder', 'testanyaidecoder', 'test', 'ai', 'decoder', 'testanyaidecoder', 'test', 'ai', 'decoder', 'testanyaidecoder', 'test', 'ai', 'decoder', 'numericfnc', 'numeric', 'fnc', 'seconddigit', 'second', 'digit', 'testanyaidecoder', 'test', 'ai', 'decoder', 'alphafnc', 'alpha', 'fnc', 'testanyaidecoder', 'test', 'ai', 'decoder', 'fnc', 'fnc']","['author', 'pablo', 'orduã', '±', 'university', 'deusto', 'pablo', 'orduna', 'deusto', 'es']",['header']
"['fieldparsertest', 'field', 'parser', 'test']","['fieldparsertest', 'field', 'parser', 'test']","['checkfields', 'testparsefield', 'testparsefield', 'check', 'fields', 'test', 'parse', 'field', 'test', 'parse', 'field']","['author', 'pablo', 'orduã', '±', 'university', 'deusto', 'pablo', 'orduna', 'deusto', 'es', 'author', 'eduardo', 'castillejo', 'university', 'deusto', 'eduardo', 'castillejo', 'deusto', 'es']",[]
"['pdfblackboxtestcase', 'pdf', 'black', 'box', 'test']","['pdfblackboxtestcase', 'pdf', 'black', 'box', 'test']","['pdfblackboxtestcase', 'gethints', 'pdf', 'black', 'box', 'test', 'get', 'hints']","['test', 'consists', 'perfect', 'computer', 'generated', 'images', 'passing', 'author', 'sita', 'lab', 'kevin', 'osullivan', 'sita', 'aero']",[]
"['pdfblackboxtestcase', 'pdf', 'black', 'box', 'test']","['pdfblackboxtestcase', 'pdf', 'black', 'box', 'test']","['pdfblackboxtestcase', 'gethints', 'pdf', 'black', 'box', 'test', 'get', 'hints']","['test', 'contains', 'images', 'captured', 'android', 'device', 'preview', 'resolution', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin']",[]
"['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['author', 'sean', 'owen']",[]
"['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['author', 'sean', 'owen']",[]
"['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['author', 'dswitkin', 'google', 'com', 'daniel', 'switkin']",[]
"['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['tests', 'various', 'qr', 'codes', 'shirts', 'notoriously', 'flat', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin']",[]
"['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['qrcodeblackboxtestcase', 'qr', 'code', 'black', 'box', 'test']","['difficult', 'exposure', 'conditions', 'including', 'self', 'shadowing', 'happens', 'lot', 'pointing', 'barcode', 'phone', 'shadow', 'falls', 'across', 'part', 'image', 'global', 'histogram', 'gets', 'local', 'one', 'gets', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin']",[]
"['qrcodewritertestcase', 'qr', 'code', 'writer', 'test']","['qrcodewritertestcase', 'qr', 'code', 'writer', 'test']","['loadimage', 'creatematrixfromimage', 'testqrcodewriter', 'comparetogoldenfile', 'testregressiontest', 'load', 'image', 'create', 'matrix', 'image', 'test', 'qr', 'code', 'writer', 'compare', 'golden', 'file', 'test', 'regression', 'test']","['author', 'satorux', 'google', 'com', 'satoru', 'takabayashi', 'creator', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'ported', 'expanded', 'starting', 'core', 'since', 'test', 'base', 'often', 'given', 'project', 'root', 'golden', 'images', 'monochromatic', 'convert', 'rgb', 'values', 'greyscale', 'qr', 'multiplied', 'fit', 'extra', 'padding', 'necessary', 'qr', 'fit', 'size', 'matrix', 'come', 'back', 'bigger', 'also', 'able', 'handle', 'non', 'square', 'requests', 'padding', 'golden', 'images', 'generated', 'cc', 'images', 'checked', 'eye', 'balls', 'cell', 'phones', 'expect', 'pixel', 'perfect', 'results', 'error', 'correction', 'level', 'known', 'pixel', 'dimensions', 'matches', 'exactly', 'test', 'katakana', 'todo', 'test', 'bogus', 'mode', 'basically', 'fixed', 'assuming', 'iso', 'encoding', 'real', 'solution', 'implement', 'kanji', 'mode', 'golden', 'file', 'wrong', 'comparetogoldenfile', 'string', 'errorcorrectionlevel', 'renderer', 'test', 'png', 'qrcode', 'sample', 'shift', 'jis', 'compare', 'golden', 'file', 'shift', 'jis', 'error', 'correction', 'level']","['base', 'image', 'path']"
"['datamasktestcase', 'data', 'mask', 'test']","['datamasktestcase', 'maskcondition', 'data', 'mask', 'test', 'mask', 'condition']","['testmask', 'ismasked', 'testmask', 'ismasked', 'testmask', 'ismasked', 'testmask', 'ismasked', 'testmask', 'ismasked', 'testmask', 'ismasked', 'testmask', 'ismasked', 'testmask', 'ismasked', 'testmaskacrossdimensions', 'testmask', 'ismasked', 'test', 'mask', 'masked', 'test', 'mask', 'masked', 'test', 'mask', 'masked', 'test', 'mask', 'masked', 'test', 'mask', 'masked', 'test', 'mask', 'masked', 'test', 'mask', 'masked', 'test', 'mask', 'masked', 'test', 'mask', 'across', 'dimensions', 'test', 'mask', 'masked']","['author', 'sean', 'owen']",[]
"['decodedbitstreamparsertestcase', 'decoded', 'bit', 'stream', 'parser', 'test']","['decodedbitstreamparsertestcase', 'decoded', 'bit', 'stream', 'parser', 'test']","['testsimplebytemode', 'testsimplesjis', 'testeci', 'test', 'simple', 'mode', 'test', 'simple', 'sjis', 'test', 'eci']","['tests', 'link', 'com', 'google', 'zxing', 'qrcode', 'decoder', 'decodedbitstreamparser', 'author', 'sean', 'owen', 'mode', 'bytes', 'mode', 'bytes', 'eci', 'mode', 'eci', 'cp', 'encoding', 'mode', 'bytes', 'todo', 'definitely', 'need', 'tests', 'decoded', 'bit', 'stream', 'parser']",[]
"['errorcorrectionleveltestcase', 'error', 'correction', 'level', 'test']","['errorcorrectionleveltestcase', 'error', 'correction', 'level', 'test']","['testforbits', 'test', 'bits']","['author', 'sean', 'owen', 'good']",[]
"['formatinformationtestcase', 'format', 'information', 'test']","['formatinformationtestcase', 'format', 'information', 'test']","['testbitsdiffering', 'testdecode', 'testdecodewithbitdifference', 'testdecodewithmisread', 'test', 'bits', 'differing', 'test', 'decode', 'test', 'decode', 'bit', 'difference', 'test', 'decode', 'misread']","['author', 'sean', 'owen', 'normal', 'code', 'forgot', 'mask', 'bits', 'difference']","['masked', 'test', 'format', 'info', 'unmasked', 'test', 'format', 'info']"
"['modetestcase', 'mode', 'test']","['modetestcase', 'mode', 'test']","['testforbits', 'testcharactercount', 'test', 'bits', 'test', 'character', 'count']","['author', 'sean', 'owen', 'good', 'spot', 'check', 'values']",[]
"['versiontestcase', 'version', 'test']","['versiontestcase', 'version', 'test']","['testversionfornumber', 'checkversion', 'testgetprovisionalversionfordimension', 'testdecodeversioninformation', 'test', 'version', 'number', 'check', 'version', 'test', 'get', 'provisional', 'version', 'dimension', 'test', 'decode', 'version', 'information']","['author', 'sean', 'owen', 'good', 'spot', 'check']",[]
"['bitvectortestcase', 'bit', 'vector', 'test']","['bitvectortestcase', 'bit', 'vector', 'test']","['getunsignedint', 'testappendbit', 'testappendbits', 'testnumbytes', 'testappendbitvector', 'testxor', 'testat', 'testtostring', 'get', 'unsigned', 'test', 'append', 'bit', 'test', 'append', 'bits', 'test', 'num', 'bytes', 'test', 'append', 'bit', 'vector', 'test', 'xor', 'test', 'test', 'string']","['author', 'satorux', 'google', 'com', 'satoru', 'takabayashi', 'creator', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'ported', 'bit', 'added', 'vector', 'consumed', 'bits', 'bytes', 'consumed', 'beef']",[]
"['encodertestcase', 'encoder', 'test']","['encodertestcase', 'encoder', 'test']","['testgetalphanumericcode', 'testchoosemode', 'testencode', 'testappendmodeinfo', 'testappendlengthinfo', 'testappendbytes', 'testterminatebits', 'testgetnumdatabytesandnumecbytesforblockid', 'testinterleavewithecbytes', 'testappendnumericbytes', 'testappendalphanumericbytes', 'testappendbitbytes', 'testappendkanjibytes', 'testgenerateecbytes', 'testbuginbitvectornumbytes', 'shiftjisstring', 'test', 'get', 'alphanumeric', 'code', 'test', 'choose', 'mode', 'test', 'encode', 'test', 'append', 'mode', 'info', 'test', 'append', 'length', 'info', 'test', 'append', 'bytes', 'test', 'terminate', 'bits', 'test', 'get', 'num', 'data', 'bytes', 'num', 'ec', 'bytes', 'block', 'id', 'test', 'interleave', 'ec', 'bytes', 'test', 'append', 'numeric', 'bytes', 'test', 'append', 'alphanumeric', 'bytes', 'test', 'append', 'bit', 'bytes', 'test', 'append', 'kanji', 'bytes', 'test', 'generate', 'ec', 'bytes', 'test', 'bug', 'bit', 'vector', 'num', 'bytes', 'shift', 'jis', 'string']","['author', 'satorux', 'google', 'com', 'satoru', 'takabayashi', 'creator', 'author', 'mysen', 'google', 'com', 'chris', 'mysen', 'ported', 'first', 'ten', 'code', 'points', 'numbers', 'next', 'code', 'points', 'capital', 'alphabet', 'letters', 'others', 'symbol', 'letters', 'letters', 'numeric', 'mode', 'alphanumeric', 'mode', 'bit', 'mode', 'kanji', 'mode', 'used', 'use', 'stopped', 'cannot', 'distinguish', 'encodings', 'data', 'bytes', 'alone', 'see', 'also', 'comments', 'aiue', 'hiragana', 'nihon', 'kanji', 'sou', 'utsu', 'byou', 'kanji', 'following', 'valid', 'qr', 'code', 'read', 'cell', 'phones', 'letter', 'version', 'bits', 'letters', 'version', 'bits', 'letter', 'version', 'bits', 'letters', 'version', 'bits', 'use', 'appendnumericbytes', 'bits', 'use', 'appendalphanumericbytes', 'xa', 'bits', 'lower', 'letters', 'cannot', 'encoded', 'good', 'use', 'appendbitbytes', 'anything', 'encoded', 'qrcode', 'use', 'appendkanjibytes', 'xf', 'append', 'append', 'append', 'append', 'version', 'version', 'blocks', 'version', 'blocks', 'version', 'blocks', 'data', 'bytes', 'error', 'correction', 'bytes', 'use', 'arrays', 'equals', 'outarray', 'may', 'longer', 'sizeinbytes', 'numbers', 'http', 'www', 'swetake', 'com', 'qr', 'qr', 'html', 'data', 'bytes', 'error', 'correction', 'bytes', 'bits', 'xc', 'bits', 'xb', 'bits', 'empty', 'xa', 'bits', 'ab', 'xcd', 'bits', 'abc', 'ab', 'empty', 'invalid', 'data', 'good', 'empty', 'numbers', 'page', 'jisx', 'numbers', 'http', 'www', 'swetake', 'com', 'qr', 'qr', 'html', 'http', 'www', 'swetake', 'com', 'qr', 'qr', 'html', 'high', 'order', 'zero', 'coefficient', 'bug', 'bitvector', 'sizeinbytes', 'caused', 'smaller', 'one', 'value', 'ex', 'instead', 'number', 'bits', 'vector', 'bit', 'aligned', 'qrcodeencoder', 'initqrcode', 'bitvector', 'sizeinbytes', 'used', 'finding', 'smallest', 'qr', 'code', 'version', 'fit', 'given', 'data', 'hence', 'corner', 'cases', 'chose', 'wrong', 'qr', 'code', 'version', 'cannot', 'fit', 'given', 'data', 'note', 'issue', 'occur', 'bits', 'bit', 'vector', 'always', 'bit', 'aligned', 'bug', 'fixed', 'following', 'test', 'pass', 'chosen', 'bytes', 'data', 'numeric', 'data', 'needs', 'bytes', 'bits', 'bytes', 'numeric', 'bytes', 'encoded', 'bits', 'hence', 'first', 'bytes', 'encoded', 'bits', 'numeric', 'bytes', 'encoded', 'bits', 'hence', 'last', 'bytes', 'encoded', 'bits', 'version', 'qr', 'code', 'ec', 'level', 'bytes', 'data', 'initqrcode', 'bytes', 'reserved', 'header', 'hence', 'bytes', 'left', 'data', 'bug', 'bitvector', 'sizeinbytes', 'initqrcode', 'determines', 'given', 'data', 'fit', 'bytes', 'despite', 'needs', 'bytes', 'hence', 'qrcodeencoder', 'encode', 'failed', 'returned', 'precise', 'needs', 'getmode', 'info', 'length', 'info', 'bits', 'bytes', 'needed', 'cannot', 'fit', 'bytes', 'mode', 'kanji', 'shift', 'jis', 'qrcode', 'encoder', 'shift', 'jis', 'shift', 'jis', 'shift', 'jis', 'append', 'numeric', 'bytes', 'append', 'alphanumeric', 'bytes', 'mode', 'alphanumeric', 'append', 'bit', 'bytes', 'qr', 'code', 'mode', 'bit', 'bit', 'append', 'kanji', 'bytes', 'array', 'size', 'bytes', 'bit', 'vector', 'size', 'bytes', 'qr', 'code', 'encoder', 'init', 'qr', 'code', 'bit', 'vector', 'size', 'bytes', 'mode', 'bit', 'bit', 'mode', 'numeric', 'init', 'qr', 'code', 'bit', 'vector', 'size', 'bytes', 'init', 'qr', 'code', 'qr', 'code', 'encoder', 'get', 'mode']",[]
"['maskutiltestcase', 'mask', 'util', 'test']","['maskutiltestcase', 'mask', 'util', 'test']","['testapplymaskpenaltyrule', 'testapplymaskpenaltyrule', 'testapplymaskpenaltyrule', 'testapplymaskpenaltyrule', 'testgetdatamaskbitinternal', 'testgetdatamaskbit', 'test', 'apply', 'mask', 'penalty', 'rule', 'test', 'apply', 'mask', 'penalty', 'rule', 'test', 'apply', 'mask', 'penalty', 'rule', 'test', 'apply', 'mask', 'penalty', 'rule', 'test', 'get', 'data', 'mask', 'bit', 'internal', 'test', 'get', 'data', 'mask', 'bit']","['author', 'satorux', 'google', 'com', 'satoru', 'takabayashi', 'creator', 'author', 'mysen', 'google', 'com', 'chris', 'mysen', 'ported', 'horizontal', 'vertical', 'four', 'instances', 'blocks', 'horizontal', 'horizontal', 'vertical', 'vertical', 'dark', 'cell', 'ratio', 'dark', 'cell', 'ratio', 'dark', 'cell', 'ratio', 'see', 'mask', 'patterns', 'page', 'jisx']",[]
"['matrixutiltestcase', 'matrix', 'util', 'test']","['matrixutiltestcase', 'matrix', 'util', 'test']","['testtostring', 'testclearmatrix', 'testembedbasicpatterns', 'testembedtypeinfo', 'testembedversioninfo', 'testembeddatabits', 'testbuildmatrix', 'testfindmsbset', 'testcalculatebchcode', 'testmakeversioninfobits', 'testmaketypeinfoinfobits', 'testto', 'string', 'test', 'clear', 'matrix', 'test', 'embed', 'basic', 'patterns', 'test', 'embed', 'type', 'info', 'test', 'embed', 'version', 'info', 'test', 'embed', 'data', 'bits', 'test', 'build', 'matrix', 'test', 'find', 'msb', 'set', 'test', 'calculate', 'bch', 'code', 'test', 'make', 'version', 'info', 'bits', 'test', 'make', 'type', 'info', 'info', 'bits']","['author', 'satorux', 'google', 'com', 'satoru', 'takabayashi', 'creator', 'author', 'mysen', 'google', 'com', 'chris', 'mysen', 'ported', 'version', 'version', 'position', 'adjustment', 'pattern', 'apppear', 'right', 'bottom', 'corner', 'type', 'info', 'bits', 'version', 'info', 'bits', 'actually', 'version', 'qr', 'code', 'matrix', 'use', 'since', 'matrix', 'big', 'depict', 'cells', 'basic', 'patterns', 'filled', 'zero', 'http', 'www', 'swetake', 'com', 'qr', 'qr', 'html', 'version', 'mask', 'pattern', 'encoding', 'type', 'information', 'appendix', 'jisx', 'http', 'www', 'swetake', 'com', 'qr', 'qr', 'html', 'http', 'www', 'swetake', 'com', 'qr', 'qr', 'html', 'encofing', 'version', 'information', 'appendix', 'jisx', 'test', 'lot', 'cases', 'function', 'since', 'already', 'tested', 'test', 'calculatebchcode', 'appendix', 'jisx', 'test', 'lot', 'cases', 'function', 'since', 'already', 'tested', 'test', 'calculatebchcode', 'appendix', 'jisx', 'calculate', 'bch', 'code', 'calculate', 'bch', 'code']",[]
"['qrcodetestcase', 'qr', 'code', 'test']","['qrcodetestcase', 'qr', 'code', 'test']","['test', 'testtostring', 'testisvalidmaskpattern', 'test', 'string', 'test', 'valid', 'mask', 'pattern']","['author', 'satorux', 'google', 'com', 'satoru', 'takabayashi', 'creator', 'author', 'mysen', 'google', 'com', 'chris', 'mysen', 'ported', 'initially', 'qr', 'code', 'invalid', 'first', 'test', 'simple', 'setters', 'getters', 'use', 'numbers', 'version', 'still', 'invalid', 'prepare', 'matrix', 'set', 'bogus', 'zero', 'one', 'values', 'set', 'matrix', 'valid', 'make', 'sure', 'returns', 'value']",[]
"['advancedmultimediamanager', 'advanced', 'multimedia', 'manager']","['advancedmultimediamanager', 'advanced', 'multimedia', 'manager']","['setfocus', 'setzoom', 'setexposure', 'setflash', 'getcontrol', 'set', 'focus', 'set', 'zoom', 'set', 'exposure', 'set', 'flash', 'get', 'control']","['implementation', 'suitable', 'jsr', 'phones', 'takes', 'advantage', 'advanced', 'camera', 'capability', 'author', 'sean', 'owen', 'let', 'focus', 'zoom', 'possible', 'encourage', 'viewer', 'take', 'snapshot', 'greater', 'distance', 'crude', 'way', 'dealing', 'fact', 'many', 'phone', 'cameras', 'focus', 'close', 'range']","['zoom', 'max', 'zoom', 'focus', 'time', 'ms', 'desired', 'metering', 'desired', 'flash']"
"['defaultmultimediamanager', 'multimedia', 'manager']","['defaultmultimediamanager', 'multimedia', 'manager']","['setfocus', 'setzoom', 'setexposure', 'setflash', 'set', 'focus', 'set', 'zoom', 'set', 'exposure', 'set', 'flash']","['dummy', 'implemenation', 'nothing', 'suitable', 'non', 'jsr', 'phones', 'author', 'sean', 'owen']",[]
"['lcduiimageluminancesource', 'lcdui', 'image', 'luminance', 'source']","['lcduiimageluminancesource', 'lcdui', 'image', 'luminance', 'source']","['lcduiimageluminancesource', 'getrow', 'getmatrix', 'lcdui', 'image', 'luminance', 'source', 'get', 'row', 'get', 'matrix']","['luminancesource', 'based', 'java', 'image', 'support', 'cropping', 'rotation', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'author', 'sean', 'owen', 'instead', 'multiplying', 'multiply', 'multiplies', 'implemented', 'shifts', 'really', 'pixel', 'xff', 'pixel', 'xff', 'pixel', 'xff', 'replacing', 'coefficients', 'original', 'powers', 'two', 'implemented', 'shifts', 'even', 'though', 'changing', 'coefficients', 'slightly', 'alters', 'conversion', 'difference', 'significant', 'purposes', 'luminance', 'source', 'ff', 'ff', 'ff']","['image', 'rgbdata', 'rgb', 'data']"
['menu'],['menu'],"['getselectedstring', 'clear', 'commandaction', 'get', 'selected', 'string', 'command', 'action']","['menu', 'form', 'simply', 'adds', 'command', 'listener', 'functionality', 'standard', 'list', 'user', 'component', 'author', 'simon', 'flannery', 'simon', 'flannery', 'gmail', 'com', 'creates', 'search', 'list', 'initialises', 'components', 'param', 'parent', 'parent', 'zxing', 'midlet', 'param', 'title', 'title', 'list', 'param', 'item', 'caption', 'item', 'action', 'command', 'set', 'title', 'form', 'build', 'ui', 'components', 'convenience', 'method', 'getting', 'selected', 'option', 'item', 'selected', 'option', 'represented', 'string', 'option', 'selected', 'empty', 'string', 'returned', 'convenience', 'method', 'removing', 'items', 'list', 'size', 'list', 'equal', 'zero', 'first', 'item', 'list', 'deleted', 'delete', 'first', 'element', 'first', 'element', 'commandlistener', 'required', 'implementation', 'capturing', 'soft', 'key', 'presses', 'call', 'back', 'methods', 'midlet', 'serviced', 'param', 'command', 'command', 'requiring', 'attention', 'param', 'displayable', 'display', 'detecting', 'soft', 'key', 'press', 'xing', 'mi', 'dlet', 'command', 'listener', 'mi', 'dlet']","['zxingmidlet', 'cancelcommand', 'barcodecommand', 'xing', 'mi', 'dlet', 'cancel', 'command', 'barcode', 'command']"
"['multimediamanager', 'multimedia', 'manager']","['multimediamanager', 'multimedia', 'manager']","['setfocus', 'setzoom', 'setexposure', 'setflash', 'set', 'focus', 'set', 'zoom', 'set', 'exposure', 'set', 'flash']","['implemented', 'link', 'com', 'google', 'zxing', 'client', 'jme', 'defaultmultimediamanager', 'link', 'com', 'google', 'zxing', 'client', 'jme', 'advancedmultimediamanager', 'order', 'dynamically', 'load', 'support', 'jsr', 'apis', 'possible', 'author', 'sean', 'owen', 'author', 'paul', 'hackenberger', 'multimedia', 'manager', 'advanced', 'multimedia', 'manager', 'ap']",[]
"['snapshotthread', 'snapshot', 'thread']","['snapshotthread', 'snapshot', 'thread']","['continuerun', 'waitforsignal', 'stop', 'run', 'takesnapshot', 'guessbestencoding', 'run', 'wait', 'signal', 'take', 'snapshot', 'guess', 'best', 'encoding']","['thread', 'work', 'capturing', 'frame', 'decoding', 'author', 'sean', 'owen', 'show', 'friendlier', 'message', 'mere', 'failure', 'read', 'barcode', 'fall', 'back', 'jpeg', 'seems', 'cameras', 'png', 'even', 'png', 'supported', 'check', 'property', 'present', 'nokias', 'know', 'explicitly', 'camera', 'supports', 'see', 'png', 'among', 'since', 'image', 'createimage', 'always', 'support', 'create', 'image']","['zxingmidlet', 'waitlock', 'done', 'multimediamanager', 'bestencoding', 'xing', 'mi', 'dlet', 'wait', 'lock', 'multimedia', 'manager', 'best', 'encoding']"
"['splashthread', 'splash', 'thread']","['splashthread', 'splash', 'thread']","['run', 'stop', 'paint']","['professional', 'software', 'renders', 'splash', 'screen', 'looks', 'great', 'also', 'keeps', 'user', 'entertained', 'instantly', 'acknowledging', 'user', 'request', 'load', 'application', 'important', 'application', 'background', 'initialisation', 'takes', 'place', 'author', 'simon', 'flannery', 'ericsson', 'creates', 'splash', 'canvas', 'given', 'parent', 'form', 'self', 'time', 'dismissal', 'time', 'described', 'milliseconds', 'time', 'assigned', 'zero', 'splash', 'screen', 'self', 'dismiss', 'splash', 'screen', 'dismissed', 'splashdone', 'method', 'parent', 'form', 'called', 'splash', 'screen', 'may', 'dismissed', 'using', 'following', 'procedures', 'specified', 'timeout', 'elapsed', 'recommended', 'time', 'zero', 'however', 'timeout', 'taken', 'consideration', 'splash', 'screen', 'simply', 'waits', 'forever', 'notified', 'see', 'invoking', 'stop', 'method', 'recommended', 'would', 'used', 'prematurely', 'dismiss', 'splash', 'screen', 'timeout', 'reached', 'timeout', 'zero', 'given', 'param', 'parent', 'zxing', 'midlet', 'parent', 'param', 'timeout', 'timeout', 'milliseconds', 'param', 'splashimage', 'image', 'display', 'thread', 'implementation', 'required', 'invoked', 'via', 'calling', 'start', 'method', 'manually', 'call', 'method', 'let', 'wake', 'occur', 'midp', 'thread', 'interrupt', 'method', 'allows', 'early', 'dismissal', 'splash', 'screen', 'example', 'background', 'initialisations', 'complete', 'invoke', 'notify', 'method', 'splash', 'object', 'correct', 'thread', 'happens', 'arbitrarily', 'chosen', 'thread', 'awakened', 'thus', 'dismiss', 'splash', 'screen', 'current', 'implementation', 'uses', 'single', 'thread', 'invoking', 'notify', 'method', 'work', 'however', 'implementation', 'may', 'change', 'future', 'thus', 'lets', 'make', 'use', 'notifyall', 'method', 'splash', 'object', 'wake', 'everyone', 'must', 'provide', 'implementation', 'used', 'paint', 'canvas', 'param', 'canvas', 'graphics', 'splash', 'done', 'xing', 'mi', 'dlet', 'time', 'splash', 'image', 'notify']","['zxingmidlet', 'tout', 'image', 'xing', 'mi', 'dlet']"
"['videocanvas', 'video', 'canvas']","['videocanvas', 'video', 'canvas']","['paint', 'keypressed', 'commandaction', 'key', 'pressed', 'command', 'action']","['main', 'link', 'canvas', 'onto', 'camera', 'field', 'view', 'painted', 'manages', 'decoding', 'via', 'link', 'snapshotthread', 'author', 'sean', 'owen', 'author', 'simon', 'flannery', 'nothing', 'valid', 'game', 'key', 'trigger', 'capture', 'snapshot', 'thread']","['exit', 'history', 'zxingmidlet', 'snapshotthread', 'xing', 'mi', 'dlet', 'snapshot', 'thread']"
"['zxingmidlet', 'xing', 'mi', 'dlet']","['zxingmidlet', 'xing', 'mi', 'dlet']","['getcanvas', 'getplayer', 'getvideocontrol', 'buildmultimediamanager', 'startapp', 'splashdone', 'createplayer', 'pauseapp', 'destroyapp', 'stop', 'historyrequest', 'showopenurl', 'commandaction', 'showalert', 'showerror', 'showerror', 'showalert', 'barcodeaction', 'itemrequest', 'handledecodedtext', 'get', 'canvas', 'get', 'player', 'get', 'video', 'control', 'build', 'multimedia', 'manager', 'start', 'app', 'splash', 'done', 'create', 'player', 'pause', 'app', 'destroy', 'app', 'history', 'request', 'show', 'open', 'url', 'command', 'action', 'show', 'alert', 'show', 'error', 'show', 'error', 'show', 'alert', 'barcode', 'action', 'item', 'request', 'handle', 'decoded', 'text']","['actual', 'reader', 'application', 'link', 'midlet', 'author', 'sean', 'owen', 'author', 'simon', 'flannery', 'comment', 'line', 'uncomment', 'make', 'basic', 'version', 'defaultmultimediamanager', 'set', 'one', 'confirmation', 'alert', 'object', 'use', 'workaround', 'nokias', 'want', 'use', 'capture', 'image', 'cases', 'fails', 'capture', 'video', 'thanks', 'webblaz', 'improvement', 'nokia', 'image', 'video', 'capture', 'supported', 'still', 'ugly', 'seems', 'nokia', 'java', 'lang', 'error', 'still', 'nokia', 'image', 'video', 'capture', 'supported', 'convenience', 'methods', 'show', 'dialogs', 'cancel', 'mi', 'dlet', 'multimedia', 'manager']","['canvas', 'player', 'videocontrol', 'confirmation', 'alert', 'history', 'resulthistory', 'alert', 'timeout', 'ms', 'video', 'control', 'result', 'history']"
